emotion,path
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M017.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M018.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M019.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M020.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M021.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M022.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M023.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M024.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M025.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M026.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M027.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M028.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M029.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro06/Ses01M_impro06_M030.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F000.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F001.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F003.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F004.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F005.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F006.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F007.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F008.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F009.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F010.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F011.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F012.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F013.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F014.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F015.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F016.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F018.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F020.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F021.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F022.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F023.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F024.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F025.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F026.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F027.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F033.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_F034.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M000.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M001.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M002.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M003.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M004.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M005.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M006.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M007.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M008.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M009.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M010.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M011.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M013.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M017.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M018.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M019.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M020.wav
surprise,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M021.wav
surprise,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M022.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M024.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M026.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M030.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M032.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_impro07/Ses01M_impro07_M033.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F000.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F001.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F002.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F004.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F005.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F008.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F013.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F014.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F015.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F016.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F017.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F018.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F021.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F022.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F023.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F024.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F025.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F026.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F027.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F028.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F029.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F030.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F031.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F032.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F034.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F035.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F036.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F037.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F038.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F039.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_F040.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M001.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M002.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M004.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M005.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M007.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M009.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M010.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M011.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M012.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M013.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M014.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M015.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M016.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M018.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M019.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M020.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M021.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M022.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M023.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M024.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M025.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M026.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M027.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M029.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M030.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M031.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M032.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M033.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M034.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M035.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M036.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M037.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M038.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M039.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script03_2/Ses01F_script03_2_M040.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F000.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F002.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F003.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F004.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F005.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F009.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F010.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F012.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F013.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_F016.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M000.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M001.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M002.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M003.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M004.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M005.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M006.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M007.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M008.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M009.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M012.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M013.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M014.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M015.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M017.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M018.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_impro07/Ses01F_impro07_M019.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F000.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F002.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F003.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F005.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F006.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F007.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F008.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F009.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F010.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F011.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F012.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F013.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F014.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F015.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F016.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F017.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F019.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F022.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F024.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F025.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F026.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F028.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F029.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F030.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F031.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F032.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F033.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F034.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F035.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F036.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F037.wav
surprise,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F038.wav
surprise,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F039.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F040.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F044.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F045.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F046.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_F047.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M001.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M002.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M003.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M006.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M008.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M010.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M012.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M013.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M014.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M015.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M016.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M017.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M018.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M019.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M020.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M021.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M022.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M023.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M025.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M027.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M028.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M029.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M030.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M031.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M032.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M033.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M034.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M035.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M037.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M038.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M039.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M040.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M041.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M042.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M043.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M044.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M045.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M049.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M050.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M051.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M052.wav
joy,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M053.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01M_script02_2/Ses01M_script02_2_M054.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F000.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F001.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F006.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F007.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F008.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F009.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F010.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F012.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F013.wav
sadness,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F015.wav
anger,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F016.wav
neutral,../data/clean_audios/iemocap/Session1/sentences/wav/Ses01F_script02_2/Ses01F_script02_2_F017.wav
